lsoa11cd,lsoa_name_2,lad19cd,lad19nm,wimd_deciles,wimd_income_domain_deciles,wimd_employment_domain_deciles,wimd_health_domain_deciles,wimd_education_domain_deciles,wimd_access_to_services_domain_deciles,wimd_housing_domain_deciles,wimd_physical_environment_domain_deciles,wimd_community_safety_domain_deciles,region_name
W01000657,Carmarthenshire 010B,W06000010,Carmarthenshire,3,3,3,3,4,3,8,5,7,Mid and South West Wales
W01000123,Conwy 013A,W06000003,Conwy,5,5,4,5,7,5,4,3,4,North Wales
W01000703,Carmarthenshire 022A,W06000010,Carmarthenshire,3,3,3,4,5,6,2,2,2,Mid and South West Wales
W01001844,Cardiff 003D,W06000015,Cardiff,9,7,8,8,8,10,10,2,8,South East Wales
W01000827,Swansea 031E,W06000011,Swansea,10,10,10,10,10,10,4,9,5,Mid and South West Wales
W01001400,Caerphilly 019F,W06000018,Caerphilly,1,1,1,1,1,3,7,6,4,South East Wales
W01000192,Denbighshire 016A,W06000004,Denbighshire,5,7,6,8,8,1,1,6,6,North Wales
W01000705,Carmarthenshire 022C,W06000010,Carmarthenshire,3,2,3,2,3,4,4,2,4,Mid and South West Wales
W01001005,Bridgend 009B,W06000013,Bridgend,8,8,8,6,8,10,10,2,8,South East Wales
W01001851,Cardiff 012D,W06000015,Cardiff,9,10,9,9,10,9,7,2,7,South East Wales
W01000855,Swansea 022C,W06000011,Swansea,10,9,8,9,10,10,9,7,8,Mid and South West Wales
W01000253,Flintshire 003A,W06000005,Flintshire,5,5,7,5,3,4,5,7,6,North Wales
W01001039,Bridgend 009E,W06000013,Bridgend,8,7,7,5,7,6,9,8,9,South East Wales
W01001909,Monmouthshire 002F,W06000021,Monmouthshire,4,4,3,4,5,3,7,6,6,South East Wales
W01001422,Caerphilly 022F,W06000018,Caerphilly,1,1,1,3,1,4,6,3,1,South East Wales
W01000461,Powys 001A,W06000023,Powys,5,5,5,7,6,1,4,2,6,Mid and South West Wales
W01000063,Gwynedd 005A,W06000002,Gwynedd,4,4,5,5,7,1,1,8,4,North Wales
W01001630,Newport 017B,W06000022,Newport,2,2,2,2,3,3,9,5,4,South East Wales
W01000513,Ceredigion 002B,W06000008,Ceredigion,5,9,8,6,5,4,1,1,1,Mid and South West Wales
W01001705,Cardiff 045C,W06000015,Cardiff,2,1,2,2,1,4,7,6,5,South East Wales
W01001711,Cardiff 040C,W06000015,Cardiff,2,2,3,3,3,3,2,1,2,South East Wales
W01000799,Swansea 010D,W06000011,Swansea,3,2,3,2,3,5,7,8,4,Mid and South West Wales
W01000872,Swansea 024E,W06000011,Swansea,10,9,10,10,10,10,5,6,8,Mid and South West Wales
W01001804,Cardiff 015B,W06000015,Cardiff,2,2,4,2,1,5,4,2,3,South East Wales
W01000880,Swansea 029B,W06000011,Swansea,10,9,8,10,10,10,9,3,10,Mid and South West Wales
W01001463,Blaenau Gwent 006B,W06000019,Blaenau Gwent,7,6,5,6,7,9,2,7,5,South East Wales
W01001492,Torfaen 012A,W06000020,Torfaen,7,6,6,6,6,7,9,5,3,South East Wales
W01001921,Bridgend 017H,W06000013,Bridgend,9,6,7,7,9,10,10,7,10,South East Wales
W01000818,Swansea 009B,W06000011,Swansea,3,2,3,3,3,5,5,7,3,Mid and South West Wales
W01000838,Swansea 004E,W06000011,Swansea,3,2,2,2,3,3,9,8,7,Mid and South West Wales
W01001459,Blaenau Gwent 007D,W06000019,Blaenau Gwent,1,1,1,2,1,2,1,4,2,South East Wales
W01001084,The Vale of Glamorgan 002C,W06000014,Vale of Glamorgan,10,10,9,9,10,7,10,6,6,South East Wales
W01001112,The Vale of Glamorgan 011F,W06000014,Vale of Glamorgan,10,9,10,10,10,8,10,9,10,South East Wales
W01001120,The Vale of Glamorgan 014D,W06000014,Vale of Glamorgan,10,10,9,9,8,9,10,6,9,South East Wales
W01001936,Ceredigion 003F,W06000008,Ceredigion,9,10,10,9,9,2,9,8,10,Mid and South West Wales
W01001197,Rhondda Cynon Taf 027C,W06000016,Rhondda Cynon Taf,10,10,10,10,10,8,10,5,10,South East Wales
W01001500,Torfaen 011D,W06000020,Torfaen,10,10,8,8,9,10,10,3,9,South East Wales
W01000590,Pembrokeshire 012B,W06000009,Pembrokeshire,5,5,4,5,4,6,9,6,7,Mid and South West Wales
W01001509,Torfaen 013D,W06000020,Torfaen,10,10,10,10,10,10,10,1,9,South East Wales
W01001944,Cardiff 048C,W06000015,Cardiff,9,9,10,10,8,7,10,1,8,South East Wales
W01001627,Newport 001E,W06000022,Newport,10,10,9,10,10,10,10,2,8,South East Wales
W01000599,Pembrokeshire 009D,W06000009,Pembrokeshire,5,4,5,5,4,3,5,8,7,Mid and South West Wales
W01000978,Bridgend 004B,W06000013,Bridgend,3,4,4,2,4,7,1,7,7,South East Wales
W01001810,Cardiff 017B,W06000015,Cardiff,2,1,3,1,1,4,3,2,5,South East Wales
W01001607,Newport 015A,W06000022,Newport,1,1,2,1,1,5,2,2,1,South East Wales
W01000650,Carmarthenshire 002B,W06000010,Carmarthenshire,5,7,8,8,7,1,1,7,10,Mid and South West Wales
W01000036,Isle of Anglesey 003F,W06000001,Isle of Anglesey,2,2,2,4,2,6,5,9,2,North Wales
W01001673,Newport 009D,W06000022,Newport,10,10,9,9,10,9,10,4,10,South East Wales
W01000221,Denbighshire 003B,W06000004,Denbighshire,4,3,4,4,3,6,7,5,7,North Wales
W01001771,Cardiff 018C,W06000015,Cardiff,10,10,10,10,10,10,8,2,9,South East Wales
W01000846,Swansea 001B,W06000011,Swansea,5,4,4,5,6,10,6,1,5,Mid and South West Wales
W01001507,Torfaen 008D,W06000020,Torfaen,7,6,6,7,7,7,7,2,7,South East Wales
W01001778,Cardiff 001B,W06000015,Cardiff,10,10,10,10,10,9,10,1,9,South East Wales
W01000015,Isle of Anglesey 008C,W06000001,Isle of Anglesey,9,8,8,6,9,10,10,8,9,North Wales
W01000119,Gwynedd 004D,W06000002,Gwynedd,9,8,8,8,9,5,4,9,8,North Wales
W01001854,Cardiff 004D,W06000015,Cardiff,10,9,9,9,10,10,9,2,9,South East Wales
W01000212,Denbighshire 003A,W06000004,Denbighshire,9,7,7,7,7,9,9,10,8,North Wales
W01001058,Bridgend 006C,W06000013,Bridgend,8,7,6,5,7,9,6,8,8,South East Wales
W01001118,The Vale of Glamorgan 014C,W06000014,Vale of Glamorgan,8,7,7,7,7,6,9,7,9,South East Wales
W01000270,Flintshire 006B,W06000005,Flintshire,9,10,10,10,9,1,4,9,10,North Wales
W01000980,Bridgend 016A,W06000013,Bridgend,5,5,5,4,5,6,9,3,8,South East Wales
W01001914,Rhondda Cynon Taf 023F,W06000016,Rhondda Cynon Taf,10,9,9,7,8,8,10,4,9,South East Wales
W01000280,Flintshire 010B,W06000005,Flintshire,9,8,8,7,8,5,9,10,9,North Wales
W01001915,Rhondda Cynon Taf 027F,W06000016,Rhondda Cynon Taf,10,10,10,10,10,10,10,5,8,South East Wales
W01000300,Flintshire 019B,W06000005,Flintshire,9,9,10,9,9,3,6,9,10,North Wales
W01001918,Bridgend 017E,W06000013,Bridgend,10,10,9,10,10,10,10,8,10,South East Wales
W01000323,Flintshire 012C,W06000005,Flintshire,9,9,10,10,9,2,9,8,9,North Wales
W01001151,Rhondda Cynon Taf 003C,W06000016,Rhondda Cynon Taf,8,8,6,5,8,8,10,3,5,South East Wales
W01001157,Rhondda Cynon Taf 028A,W06000016,Rhondda Cynon Taf,8,8,7,5,7,10,9,3,8,South East Wales
W01001920,Bridgend 017G,W06000013,Bridgend,10,9,9,10,10,9,10,10,10,South East Wales
W01001033,Bridgend 003E,W06000013,Bridgend,5,5,4,6,5,10,4,1,6,South East Wales
W01000441,Powys 005B,W06000023,Powys,9,10,10,9,8,1,7,9,9,Mid and South West Wales
W01000493,Powys 017E,W06000023,Powys,9,10,10,10,7,4,8,8,8,Mid and South West Wales
W01001227,Rhondda Cynon Taf 021C,W06000016,Rhondda Cynon Taf,8,8,6,8,10,4,7,6,8,South East Wales
W01000549,Ceredigion 001E,W06000008,Ceredigion,9,9,10,9,9,1,8,9,10,Mid and South West Wales
W01000715,Carmarthenshire 013E,W06000010,Carmarthenshire,9,8,6,9,7,8,7,5,9,Mid and South West Wales
W01000726,Carmarthenshire 019D,W06000010,Carmarthenshire,9,10,9,8,9,4,10,5,10,Mid and South West Wales
W01000816,Swansea 003F,W06000011,Swansea,9,9,9,8,9,6,10,6,7,Mid and South West Wales
W01000471,Powys 014E,W06000023,Powys,6,7,6,9,7,1,3,6,8,Mid and South West Wales
W01000013,Isle of Anglesey 005B,W06000001,Isle of Anglesey,10,10,9,10,10,4,9,10,10,North Wales
W01001088,The Vale of Glamorgan 006C,W06000014,Vale of Glamorgan,5,4,4,5,5,5,8,2,8,South East Wales
W01000180,Conwy 008C,W06000003,Conwy,10,10,8,9,10,7,10,10,7,North Wales
W01000195,Denbighshire 012A,W06000004,Denbighshire,10,10,10,9,9,10,10,8,10,North Wales
W01000284,Flintshire 013C,W06000005,Flintshire,10,10,10,10,9,8,9,5,10,North Wales
W01000910,Neath Port Talbot 009B,W06000012,Neath Port Talbot,9,9,7,6,7,7,9,5,9,Mid and South West Wales
W01000956,Neath Port Talbot 004F,W06000012,Neath Port Talbot,9,9,8,7,9,8,8,4,10,Mid and South West Wales
W01000990,Bridgend 017B,W06000013,Bridgend,3,3,2,1,5,4,8,8,8,South East Wales
W01000182,Conwy 007D,W06000003,Conwy,2,2,1,3,4,8,4,10,1,North Wales
W01001172,Rhondda Cynon Taf 020A,W06000016,Rhondda Cynon Taf,5,5,4,4,6,6,5,5,3,South East Wales
W01001026,Bridgend 012D,W06000013,Bridgend,3,3,4,2,4,6,6,4,6,South East Wales
W01000226,Denbighshire 004A,W06000004,Denbighshire,2,2,3,1,2,6,6,4,5,North Wales
W01000290,Flintshire 004B,W06000005,Flintshire,2,2,2,1,2,4,5,8,1,North Wales
W01000487,Powys 012E,W06000023,Powys,6,6,6,6,5,2,8,9,7,Mid and South West Wales
W01001609,Newport 015B,W06000022,Newport,1,1,2,1,1,5,6,2,1,South East Wales
W01001052,Bridgend 008F,W06000013,Bridgend,3,2,2,3,5,7,7,6,7,South East Wales
W01000492,Powys 017D,W06000023,Powys,6,7,7,7,8,9,1,3,1,Mid and South West Wales
W01001178,Rhondda Cynon Taf 023A,W06000016,Rhondda Cynon Taf,5,4,4,3,5,6,5,7,7,South East Wales
W01000293,Flintshire 004D,W06000005,Flintshire,4,5,5,4,3,2,2,4,4,North Wales
W01000332,Flintshire 009A,W06000005,Flintshire,4,5,6,4,3,2,2,1,2,North Wales
W01000406,Wrexham 013C,W06000006,Wrexham,2,2,3,3,1,4,3,10,3,North Wales
W01001242,Rhondda Cynon Taf 030D,W06000016,Rhondda Cynon Taf,8,9,6,6,9,9,10,4,3,South East Wales
W01001515,Torfaen 006B,W06000020,Torfaen,7,7,7,6,7,9,2,6,3,South East Wales
W01001080,The Vale of Glamorgan 012F,W06000014,Vale of Glamorgan,3,2,3,3,3,9,4,2,2,South East Wales
W01001145,Rhondda Cynon Taf 012C,W06000016,Rhondda Cynon Taf,3,3,4,2,4,5,3,6,4,South East Wales
W01000386,Wrexham 015A,W06000006,Wrexham,4,4,4,2,3,8,7,9,3,North Wales
W01000286,Flintshire 013E,W06000005,Flintshire,10,10,10,10,9,9,10,4,7,North Wales
W01001392,Caerphilly 009D,W06000018,Caerphilly,8,8,6,6,7,8,8,7,6,South East Wales
W01000402,Wrexham 011D,W06000006,Wrexham,4,5,6,5,5,6,1,9,1,North Wales
W01000303,Flintshire 018A,W06000005,Flintshire,10,10,10,10,10,5,10,9,10,North Wales
W01000983,Bridgend 015B,W06000013,Bridgend,9,7,9,7,8,8,10,6,10,South East Wales
W01001565,Monmouthshire 006D,W06000021,Monmouthshire,8,9,9,9,10,1,3,4,8,South East Wales
W01001154,Rhondda Cynon Taf 003D,W06000016,Rhondda Cynon Taf,3,3,2,2,4,4,5,6,6,South East Wales
W01001273,Rhondda Cynon Taf 010E,W06000016,Rhondda Cynon Taf,5,5,3,5,7,9,3,2,8,South East Wales
W01000419,Wrexham 016D,W06000006,Wrexham,4,4,5,4,6,3,8,6,4,North Wales
W01001633,Newport 019A,W06000022,Newport,1,1,3,1,1,3,6,3,1,South East Wales
W01001177,Rhondda Cynon Taf 009B,W06000016,Rhondda Cynon Taf,3,3,2,3,5,5,2,5,7,South East Wales
W01000516,Ceredigion 003B,W06000008,Ceredigion,4,3,4,3,3,3,4,10,5,Mid and South West Wales
W01000655,Carmarthenshire 020C,W06000010,Carmarthenshire,2,2,3,3,2,3,4,3,5,Mid and South West Wales
W01001105,The Vale of Glamorgan 001A,W06000014,Vale of Glamorgan,9,10,10,10,10,1,8,7,9,South East Wales
W01000677,Carmarthenshire 004B,W06000010,Carmarthenshire,4,3,3,5,6,9,3,3,7,Mid and South West Wales
W01001360,Caerphilly 002A,W06000018,Caerphilly,5,6,5,4,5,5,2,10,4,South East Wales
W01001646,Newport 015E,W06000022,Newport,1,2,3,2,1,3,4,1,1,South East Wales
W01001691,Newport 011D,W06000022,Newport,1,2,2,1,3,6,1,1,1,South East Wales
W01000894,Neath Port Talbot 013A,W06000012,Neath Port Talbot,4,5,3,4,4,4,4,3,6,Mid and South West Wales
W01001025,Bridgend 003D,W06000013,Bridgend,4,4,4,2,3,10,4,5,5,South East Wales
W01001185,Rhondda Cynon Taf 022A,W06000016,Rhondda Cynon Taf,3,3,2,2,2,7,6,3,7,South East Wales
W01001446,Blaenau Gwent 002A,W06000019,Blaenau Gwent,5,6,5,4,4,9,6,3,3,South East Wales
W01001703,Cardiff 045B,W06000015,Cardiff,1,1,1,1,1,4,4,4,4,South East Wales
W01001737,Cardiff 039A,W06000015,Cardiff,1,1,1,1,1,2,1,2,1,South East Wales
W01001259,Rhondda Cynon Taf 018E,W06000016,Rhondda Cynon Taf,3,3,3,3,3,7,3,7,5,South East Wales
W01001044,Bridgend 019C,W06000013,Bridgend,4,3,3,3,5,5,8,6,5,South East Wales
W01000752,Swansea 002C,W06000011,Swansea,2,2,2,2,2,5,3,10,5,Mid and South West Wales
W01000560,Pembrokeshire 001C,W06000009,Pembrokeshire,6,8,7,8,8,1,1,8,9,Mid and South West Wales
W01001272,Rhondda Cynon Taf 010D,W06000016,Rhondda Cynon Taf,3,3,2,4,3,6,4,4,7,South East Wales
W01000598,Pembrokeshire 009C,W06000009,Pembrokeshire,6,5,5,6,4,10,10,8,6,Mid and South West Wales
W01001149,Rhondda Cynon Taf 003A,W06000016,Rhondda Cynon Taf,4,4,3,4,4,6,4,6,3,South East Wales
W01001746,Cardiff 041D,W06000015,Cardiff,1,1,1,2,2,5,3,1,1,South East Wales
W01001213,Rhondda Cynon Taf 011A,W06000016,Rhondda Cynon Taf,4,4,3,3,5,10,2,1,4,South East Wales
W01001190,Rhondda Cynon Taf 029D,W06000016,Rhondda Cynon Taf,9,9,9,8,8,8,9,1,7,South East Wales
W01001319,Merthyr Tydfil 007B,W06000024,Merthyr Tydfil,9,9,9,8,8,5,9,6,10,South East Wales
W01000814,Swansea 008E,W06000011,Swansea,2,2,2,1,2,4,2,5,2,Mid and South West Wales
W01000307,Flintshire 020B,W06000005,Flintshire,10,10,10,9,9,7,7,9,5,North Wales
W01000317,Flintshire 016E,W06000005,Flintshire,10,10,10,10,10,10,10,10,10,North Wales
W01000674,Carmarthenshire 027A,W06000010,Carmarthenshire,6,8,9,9,8,1,2,10,10,Mid and South West Wales
W01000325,Flintshire 010D,W06000005,Flintshire,10,9,10,8,9,6,10,9,10,North Wales
W01000387,Wrexham 008D,W06000006,Wrexham,10,10,9,9,9,10,9,8,7,North Wales
W01001351,Caerphilly 005D,W06000018,Caerphilly,9,9,8,9,10,7,9,7,5,South East Wales
W01001357,Caerphilly 006B,W06000018,Caerphilly,9,8,8,7,7,8,9,5,7,South East Wales
W01001497,Torfaen 011A,W06000020,Torfaen,3,3,3,3,3,8,6,4,2,South East Wales
W01001785,Cardiff 023A,W06000015,Cardiff,1,1,2,2,2,7,5,1,3,South East Wales
W01001867,Cardiff 016B,W06000015,Cardiff,1,1,2,1,1,4,4,2,1,South East Wales
W01001881,Cardiff 013C,W06000015,Cardiff,1,1,1,1,2,4,8,3,1,South East Wales
W01000713,Carmarthenshire 015E,W06000010,Carmarthenshire,6,6,4,5,6,7,6,6,10,Mid and South West Wales
W01001541,Torfaen 004F,W06000020,Torfaen,3,4,4,3,4,2,2,6,4,South East Wales
W01001592,Monmouthshire 008D,W06000021,Monmouthshire,3,2,4,2,3,3,7,4,5,South East Wales
W01000098,Gwynedd 006C,W06000002,Gwynedd,1,1,1,2,1,2,4,10,2,North Wales
W01000897,Neath Port Talbot 013D,W06000012,Neath Port Talbot,2,3,2,2,1,4,2,1,2,Mid and South West Wales
W01000239,Denbighshire 004D,W06000004,Denbighshire,1,1,1,1,1,2,1,5,1,North Wales
W01000925,Neath Port Talbot 003B,W06000012,Neath Port Talbot,2,3,3,2,2,3,6,1,7,Mid and South West Wales
W01001812,Cardiff 017C,W06000015,Cardiff,3,2,5,5,3,4,4,3,5,South East Wales
W01000936,Neath Port Talbot 012A,W06000012,Neath Port Talbot,2,1,2,3,1,3,5,2,5,Mid and South West Wales
W01001220,Rhondda Cynon Taf 018D,W06000016,Rhondda Cynon Taf,4,4,4,4,3,8,3,5,4,South East Wales
W01001581,Monmouthshire 005E,W06000021,Monmouthshire,8,9,9,9,9,2,7,4,9,South East Wales
W01000241,Denbighshire 004F,W06000004,Denbighshire,1,1,1,1,1,5,2,5,1,North Wales
W01000151,Conwy 005C,W06000003,Conwy,3,3,4,3,3,4,8,3,3,North Wales
W01000951,Neath Port Talbot 018C,W06000012,Neath Port Talbot,2,3,2,2,4,6,1,2,2,Mid and South West Wales
W01001234,Rhondda Cynon Taf 021E,W06000016,Rhondda Cynon Taf,4,5,5,3,5,3,4,3,4,South East Wales
W01000353,Wrexham 010B,W06000006,Wrexham,1,1,2,1,1,5,4,8,1,North Wales
W01001262,Rhondda Cynon Taf 022D,W06000016,Rhondda Cynon Taf,4,5,6,3,3,4,1,3,3,South East Wales
W01000414,Wrexham 010D,W06000006,Wrexham,1,1,2,1,1,3,5,9,1,North Wales
W01000504,Powys 021D,W06000023,Powys,1,1,1,1,2,4,8,10,3,Mid and South West Wales
W01000804,Swansea 028C,W06000011,Swansea,10,10,10,10,10,7,10,5,9,Mid and South West Wales
W01000860,Swansea 027C,W06000011,Swansea,10,10,10,10,10,8,9,6,9,Mid and South West Wales
W01001036,Bridgend 017D,W06000013,Bridgend,10,9,9,9,10,7,10,7,5,South East Wales
W01001571,Monmouthshire 001D,W06000021,Monmouthshire,7,8,6,8,9,1,6,8,6,South East Wales
W01001626,Newport 001D,W06000022,Newport,8,7,5,8,8,10,10,4,3,South East Wales
W01000820,Swansea 009D,W06000011,Swansea,6,6,4,4,6,9,7,5,5,Mid and South West Wales
W01001297,Merthyr Tydfil 002C,W06000024,Merthyr Tydfil,4,5,4,3,4,6,2,4,5,South East Wales
W01001677,Newport 007C,W06000022,Newport,7,7,9,7,6,10,5,1,3,South East Wales
W01000184,Conwy 005E,W06000003,Conwy,3,3,3,2,3,5,8,2,2,North Wales
W01000199,Denbighshire 011C,W06000004,Denbighshire,3,4,4,6,3,2,2,8,2,North Wales
W01001305,Merthyr Tydfil 003C,W06000024,Merthyr Tydfil,4,6,3,5,6,6,3,1,3,South East Wales
W01001415,Caerphilly 008B,W06000018,Caerphilly,4,5,3,2,5,7,5,5,6,South East Wales
W01000352,Wrexham 010A,W06000006,Wrexham,3,3,3,2,3,6,8,6,2,North Wales
W01001722,Cardiff 028D,W06000015,Cardiff,7,9,10,7,7,5,1,1,7,South East Wales
W01000973,Neath Port Talbot 020F,W06000012,Neath Port Talbot,2,3,2,2,3,7,6,2,5,Mid and South West Wales
W01000738,Swansea 014A,W06000011,Swansea,1,1,1,1,1,4,4,9,4,Mid and South West Wales
W01000863,Swansea 019B,W06000011,Swansea,1,1,1,1,1,2,4,6,3,Mid and South West Wales
W01001858,Cardiff 034A,W06000015,Cardiff,7,7,8,8,10,7,3,1,3,South East Wales
W01000847,Swansea 001C,W06000011,Swansea,6,6,5,6,6,4,5,1,6,Mid and South West Wales
W01001637,Newport 016B,W06000022,Newport,8,8,9,7,8,8,6,2,6,South East Wales
W01000373,Wrexham 005B,W06000006,Wrexham,3,2,3,3,2,7,4,10,3,North Wales
W01001775,Cardiff 021B,W06000015,Cardiff,8,8,8,7,8,10,6,1,7,South East Wales
W01001423,Caerphilly 024B,W06000018,Caerphilly,9,10,9,7,9,8,8,1,5,South East Wales
W01001859,Cardiff 034B,W06000015,Cardiff,7,7,7,7,10,9,2,1,6,South East Wales
W01000711,Carmarthenshire 021E,W06000010,Carmarthenshire,3,2,2,3,3,4,4,8,4,Mid and South West Wales
W01001424,Caerphilly 024C,W06000018,Caerphilly,4,4,5,4,5,6,2,4,2,South East Wales
W01001440,Blaenau Gwent 001A,W06000019,Blaenau Gwent,4,3,3,5,3,6,6,7,5,South East Wales
W01001709,Cardiff 040A,W06000015,Cardiff,5,5,6,6,7,7,2,1,4,South East Wales
W01001180,Rhondda Cynon Taf 015A,W06000016,Rhondda Cynon Taf,1,1,1,1,1,2,6,8,4,South East Wales
W01001426,Caerphilly 024E,W06000018,Caerphilly,9,9,8,10,9,9,9,4,3,South East Wales
W01001450,Blaenau Gwent 007A,W06000019,Blaenau Gwent,4,4,3,4,5,6,4,5,4,South East Wales
W01001221,Rhondda Cynon Taf 001D,W06000016,Rhondda Cynon Taf,1,1,1,1,1,4,8,5,4,South East Wales
W01001522,Torfaen 007D,W06000020,Torfaen,4,4,3,3,5,5,7,3,3,South East Wales
W01001789,Cardiff 023E,W06000015,Cardiff,8,8,7,7,8,10,6,1,4,South East Wales
W01000750,Swansea 002A,W06000011,Swansea,3,3,2,3,3,5,6,9,7,Mid and South West Wales
W01000999,Bridgend 010A,W06000013,Bridgend,3,3,3,3,2,5,8,8,7,South East Wales
W01001239,Rhondda Cynon Taf 026B,W06000016,Rhondda Cynon Taf,1,1,1,1,1,4,8,6,4,South East Wales
W01001067,The Vale of Glamorgan 009A,W06000014,Vale of Glamorgan,2,1,2,1,2,4,9,3,4,South East Wales
W01001527,Torfaen 010C,W06000020,Torfaen,4,3,3,3,7,7,7,5,3,South East Wales
W01001927,Conwy 010G,W06000003,Conwy,5,4,5,5,5,4,10,4,6,North Wales
W01000027,Isle of Anglesey 009C,W06000001,Isle of Anglesey,5,6,7,6,6,2,2,9,8,North Wales
W01001020,Bridgend 002E,W06000013,Bridgend,3,3,2,2,4,5,7,2,5,South East Wales
W01001255,Rhondda Cynon Taf 023E,W06000016,Rhondda Cynon Taf,1,2,1,1,1,3,7,5,4,South East Wales
W01001070,The Vale of Glamorgan 009C,W06000014,Vale of Glamorgan,2,2,2,3,3,6,1,3,2,South East Wales
W01001210,Rhondda Cynon Taf 008B,W06000016,Rhondda Cynon Taf,2,3,1,2,1,6,3,8,7,South East Wales
W01000078,Gwynedd 011C,W06000002,Gwynedd,5,4,6,7,6,1,2,10,7,North Wales
W01001632,Newport 017D,W06000022,Newport,4,3,4,4,3,4,8,4,2,South East Wales
W01001140,Rhondda Cynon Taf 005D,W06000016,Rhondda Cynon Taf,3,3,2,4,2,5,3,5,4,South East Wales
W01001167,Rhondda Cynon Taf 016B,W06000016,Rhondda Cynon Taf,3,4,3,4,3,5,3,6,4,South East Wales
W01000233,Denbighshire 017C,W06000004,Denbighshire,5,4,5,3,5,9,5,10,5,North Wales
W01001536,Torfaen 009C,W06000020,Torfaen,1,1,2,1,2,4,6,8,2,South East Wales
W01001217,Rhondda Cynon Taf 018A,W06000016,Rhondda Cynon Taf,2,2,2,2,2,7,3,7,3,South East Wales
W01001652,Newport 002B,W06000022,Newport,1,1,1,1,1,3,8,5,2,South East Wales
W01001434,Caerphilly 013F,W06000018,Caerphilly,9,10,9,8,10,6,9,2,2,South East Wales
W01001650,Newport 004E,W06000022,Newport,4,4,5,4,3,7,8,5,5,South East Wales
W01001661,Newport 018C,W06000022,Newport,1,1,2,1,1,2,1,2,1,South East Wales
W01001681,Newport 006B,W06000022,Newport,1,1,2,2,3,3,2,1,1,South East Wales
W01000546,Ceredigion 009F,W06000008,Ceredigion,5,5,5,7,7,2,2,7,7,Mid and South West Wales
W01001282,Rhondda Cynon Taf 015C,W06000016,Rhondda Cynon Taf,2,2,2,2,2,5,2,6,5,South East Wales
W01001688,Newport 019C,W06000022,Newport,4,4,5,5,3,7,9,1,2,South East Wales
W01001508,Torfaen 013C,W06000020,Torfaen,9,9,6,8,8,7,9,3,7,South East Wales
W01001713,Cardiff 040E,W06000015,Cardiff,4,4,5,6,7,9,1,1,5,South East Wales
W01000085,Gwynedd 017C,W06000002,Gwynedd,4,5,4,6,6,1,3,5,7,North Wales
W01001181,Rhondda Cynon Taf 015B,W06000016,Rhondda Cynon Taf,3,3,2,2,3,3,6,8,4,South East Wales
W01001687,Newport 014D,W06000022,Newport,1,2,1,3,2,5,1,2,1,South East Wales
W01001271,Rhondda Cynon Taf 010C,W06000016,Rhondda Cynon Taf,3,3,2,2,3,5,2,5,4,South East Wales
W01000132,Conwy 001A,W06000003,Conwy,4,4,2,6,6,9,5,5,4,North Wales
W01001186,Rhondda Cynon Taf 001A,W06000016,Rhondda Cynon Taf,6,5,4,4,6,9,9,2,7,South East Wales
W01001707,Cardiff 041C,W06000015,Cardiff,1,1,2,1,1,4,4,3,2,South East Wales
W01001317,Merthyr Tydfil 005C,W06000024,Merthyr Tydfil,3,3,3,2,4,2,5,4,5,South East Wales
W01001054,Bridgend 018F,W06000013,Bridgend,10,9,10,8,10,5,10,10,9,South East Wales
W01001738,Cardiff 039B,W06000015,Cardiff,1,1,1,1,1,2,2,5,1,South East Wales
W01000563,Pembrokeshire 011B,W06000009,Pembrokeshire,5,6,6,6,6,1,3,5,10,Mid and South West Wales
W01000146,Conwy 001B,W06000003,Conwy,4,4,3,6,7,5,1,7,1,North Wales
W01001315,Merthyr Tydfil 004D,W06000024,Merthyr Tydfil,2,4,2,4,4,4,1,2,1,South East Wales
W01001742,Cardiff 043A,W06000015,Cardiff,1,1,1,1,1,4,1,2,1,South East Wales
W01001808,Cardiff 007C,W06000015,Cardiff,1,1,2,1,1,5,4,1,2,South East Wales
W01001856,Cardiff 042B,W06000015,Cardiff,1,2,2,1,2,3,1,1,2,South East Wales
W01001378,Caerphilly 013B,W06000018,Caerphilly,3,3,3,4,3,6,4,7,3,South East Wales
W01001884,Cardiff 013D,W06000015,Cardiff,1,1,1,1,1,2,9,4,1,South East Wales
W01001377,Caerphilly 013A,W06000018,Caerphilly,6,6,5,6,5,9,5,6,4,South East Wales
W01000168,Conwy 002B,W06000003,Conwy,4,3,3,5,3,5,3,6,4,North Wales
W01001382,Caerphilly 010C,W06000018,Caerphilly,6,6,5,5,7,9,7,4,4,South East Wales
W01000016,Isle of Anglesey 003A,W06000001,Isle of Anglesey,1,1,1,2,2,7,3,7,1,North Wales
W01000144,Conwy 007C,W06000003,Conwy,1,1,1,1,2,5,1,10,1,North Wales
W01001441,Blaenau Gwent 001B,W06000019,Blaenau Gwent,2,2,2,1,2,2,6,8,2,South East Wales
W01001484,Torfaen 002C,W06000020,Torfaen,6,6,6,5,5,6,4,7,3,South East Wales
W01000218,Denbighshire 001A,W06000004,Denbighshire,4,3,3,3,3,6,6,4,3,North Wales
W01001387,Caerphilly 007C,W06000018,Caerphilly,3,3,3,3,3,5,2,6,3,South East Wales
W01000229,Denbighshire 017E,W06000004,Denbighshire,4,3,2,4,4,4,8,8,8,North Wales
W01000423,Wrexham 012D,W06000006,Wrexham,4,4,5,4,2,3,6,10,1,North Wales
