lsoa11cd,lsoa_name_2,lad19cd,lad19nm,wimd_deciles,wimd_income_domain_deciles,wimd_employment_domain_deciles,wimd_health_domain_deciles,wimd_education_domain_deciles,wimd_access_to_services_domain_deciles,wimd_housing_domain_deciles,wimd_physical_environment_domain_deciles,wimd_community_safety_domain_deciles,region_name
W01001939,Cardiff 032F,W06000015,Cardiff,5,10,10,10,3,2,3,1,1,South East Wales
W01001943,Cardiff 048B,W06000015,Cardiff,7,9,10,10,2,7,10,1,1,South East Wales
W01000922,Neath Port Talbot 007C,W06000012,Neath Port Talbot,3,3,2,2,4,4,3,2,7,Mid and South West Wales
W01000032,Isle of Anglesey 002D,W06000001,Isle of Anglesey,6,5,5,8,5,2,6,9,10,North Wales
W01000049,Gwynedd 016B,W06000002,Gwynedd,6,6,5,9,4,7,2,10,3,North Wales
W01000004,Isle of Anglesey 001B,W06000001,Isle of Anglesey,6,6,6,7,5,2,7,10,7,North Wales
W01000798,Swansea 010C,W06000011,Swansea,6,7,4,5,4,9,9,5,6,Mid and South West Wales
W01000175,Conwy 003D,W06000003,Conwy,10,10,10,10,8,8,9,10,10,North Wales
W01001721,Cardiff 032A,W06000015,Cardiff,5,10,10,6,1,3,1,3,8,South East Wales
W01001945,Cardiff 048D,W06000015,Cardiff,9,10,10,10,5,8,9,2,6,South East Wales
W01001554,Monmouthshire 004C,W06000021,Monmouthshire,8,8,8,9,10,8,2,2,3,South East Wales
W01000069,Gwynedd 013A,W06000002,Gwynedd,8,7,7,8,6,2,8,7,9,North Wales
W01000861,Swansea 027D,W06000011,Swansea,10,10,10,7,9,9,5,9,6,Mid and South West Wales
W01000051,Gwynedd 015A,W06000002,Gwynedd,7,5,6,6,5,7,7,5,5,North Wales
W01001199,Rhondda Cynon Taf 027E,W06000016,Rhondda Cynon Taf,9,8,8,8,7,10,8,7,8,South East Wales
W01001307,Merthyr Tydfil 004C,W06000024,Merthyr Tydfil,1,1,1,1,4,3,1,2,2,South East Wales
W01000328,Flintshire 011C,W06000005,Flintshire,3,4,6,3,1,5,1,2,2,North Wales
W01000954,Neath Port Talbot 005C,W06000012,Neath Port Talbot,6,6,6,4,3,9,6,4,8,Mid and South West Wales
W01000905,Neath Port Talbot 006D,W06000012,Neath Port Talbot,7,6,6,7,6,7,10,4,9,Mid and South West Wales
W01001719,Cardiff 028B,W06000015,Cardiff,8,10,10,9,8,8,1,2,7,South East Wales
W01000114,Gwynedd 009D,W06000002,Gwynedd,6,7,8,8,6,1,2,10,8,North Wales
W01000048,Gwynedd 016A,W06000002,Gwynedd,5,5,6,6,4,2,7,7,6,North Wales
W01000565,Pembrokeshire 002B,W06000009,Pembrokeshire,6,4,5,7,4,4,8,9,6,Mid and South West Wales
W01000628,Carmarthenshire 024A,W06000010,Carmarthenshire,6,7,7,4,5,8,7,2,2,Mid and South West Wales
W01000067,Gwynedd 016D,W06000002,Gwynedd,7,8,6,8,7,3,5,5,3,North Wales
W01000550,Ceredigion 011G,W06000008,Ceredigion,5,6,5,7,4,2,5,4,3,Mid and South West Wales
W01000057,Gwynedd 016C,W06000002,Gwynedd,5,8,8,9,7,1,1,7,9,North Wales
W01000950,Neath Port Talbot 018B,W06000012,Neath Port Talbot,4,5,4,5,3,5,2,2,4,Mid and South West Wales
W01000856,Swansea 022D,W06000011,Swansea,2,2,1,3,7,5,9,10,7,Mid and South West Wales
W01001506,Torfaen 010A,W06000020,Torfaen,2,2,1,2,3,5,3,4,1,South East Wales
W01000851,Swansea 021C,W06000011,Swansea,5,4,4,5,4,5,3,8,6,Mid and South West Wales
W01000949,Neath Port Talbot 018A,W06000012,Neath Port Talbot,6,6,5,6,4,3,6,5,5,Mid and South West Wales
W01000976,Bridgend 003A,W06000013,Bridgend,2,2,2,3,2,4,3,10,5,South East Wales
W01000205,Denbighshire 016B,W06000004,Denbighshire,7,8,9,8,5,1,4,5,8,North Wales
W01000005,Isle of Anglesey 005A,W06000001,Isle of Anglesey,6,5,7,8,2,7,5,8,5,North Wales
W01001183,Rhondda Cynon Taf 021B,W06000016,Rhondda Cynon Taf,2,3,2,2,2,3,3,6,2,South East Wales
W01000339,Flintshire 019D,W06000005,Flintshire,6,7,8,7,6,2,2,9,7,North Wales
W01000809,Swansea 008A,W06000011,Swansea,4,4,4,3,4,8,3,4,3,Mid and South West Wales
W01001926,Conwy 011F,W06000003,Conwy,8,9,9,8,6,2,8,9,8,North Wales
W01000579,Pembrokeshire 003A,W06000009,Pembrokeshire,7,7,8,9,5,1,4,10,10,Mid and South West Wales
W01001451,Blaenau Gwent 007B,W06000019,Blaenau Gwent,2,2,2,2,2,8,3,3,2,South East Wales
W01000883,Neath Port Talbot 016A,W06000012,Neath Port Talbot,8,9,7,6,4,10,10,2,5,Mid and South West Wales
W01000871,Swansea 026B,W06000011,Swansea,5,5,6,6,6,4,1,3,4,Mid and South West Wales
W01000044,Isle of Anglesey 004F,W06000001,Isle of Anglesey,9,9,8,8,9,5,9,8,10,North Wales
W01000019,Isle of Anglesey 005C,W06000001,Isle of Anglesey,7,7,6,7,4,6,7,6,7,North Wales
W01000898,Neath Port Talbot 014A,W06000012,Neath Port Talbot,5,6,5,4,4,3,6,9,7,Mid and South West Wales
W01000540,Ceredigion 005E,W06000008,Ceredigion,6,6,6,6,8,1,2,9,9,Mid and South West Wales
W01000971,Neath Port Talbot 004G,W06000012,Neath Port Talbot,5,5,4,4,4,6,5,4,7,Mid and South West Wales
W01000185,Conwy 015E,W06000003,Conwy,7,6,7,8,6,1,5,8,9,North Wales
W01001160,Rhondda Cynon Taf 029A,W06000016,Rhondda Cynon Taf,9,9,9,6,6,9,8,7,9,South East Wales
W01000692,Carmarthenshire 019C,W06000010,Carmarthenshire,7,6,6,5,6,10,8,2,9,Mid and South West Wales
W01000892,Neath Port Talbot 015D,W06000012,Neath Port Talbot,8,7,6,7,7,9,8,5,7,Mid and South West Wales
W01000362,Wrexham 006C,W06000006,Wrexham,3,2,4,4,1,7,4,10,1,North Wales
W01001718,Cardiff 028A,W06000015,Cardiff,5,8,10,7,3,4,1,1,7,South East Wales
W01001483,Torfaen 002B,W06000020,Torfaen,2,1,2,1,3,6,8,1,3,South East Wales
W01000043,Isle of Anglesey 004E,W06000001,Isle of Anglesey,5,4,5,5,4,7,10,4,5,North Wales
W01001655,Newport 002E,W06000022,Newport,9,9,9,7,8,9,9,3,6,South East Wales
W01000508,Ceredigion 009B,W06000008,Ceredigion,5,4,4,7,5,3,2,10,9,Mid and South West Wales
W01001837,Cardiff 030C,W06000015,Cardiff,4,6,8,5,4,3,1,1,5,South East Wales
W01001951,Cardiff 049E,W06000015,Cardiff,6,9,10,10,4,3,9,1,1,South East Wales
W01000360,Wrexham 019D,W06000006,Wrexham,4,5,5,4,1,6,6,3,7,North Wales
W01000566,Pembrokeshire 002C,W06000009,Pembrokeshire,5,4,4,6,3,7,7,10,5,Mid and South West Wales
W01000918,Neath Port Talbot 002A,W06000012,Neath Port Talbot,7,6,5,5,5,7,9,7,8,Mid and South West Wales
W01001933,Gwynedd 017F,W06000002,Gwynedd,7,8,9,10,7,1,4,6,9,North Wales
W01001244,Rhondda Cynon Taf 025B,W06000016,Rhondda Cynon Taf,8,8,8,6,5,8,10,7,6,South East Wales
W01000034,Isle of Anglesey 004B,W06000001,Isle of Anglesey,7,6,6,7,5,4,10,10,4,North Wales
W01000018,Isle of Anglesey 001C,W06000001,Isle of Anglesey,6,4,5,7,6,8,6,10,7,North Wales
W01000235,Denbighshire 017D,W06000004,Denbighshire,8,7,6,6,7,10,10,4,8,North Wales
W01000310,Flintshire 020D,W06000005,Flintshire,8,9,9,8,8,2,3,7,8,North Wales
W01000074,Gwynedd 013B,W06000002,Gwynedd,7,6,7,7,7,2,6,8,9,North Wales
W01001229,Rhondda Cynon Taf 017B,W06000016,Rhondda Cynon Taf,4,5,4,5,4,8,3,2,4,South East Wales
W01000079,Gwynedd 013C,W06000002,Gwynedd,6,7,8,8,6,1,1,8,10,North Wales
W01001720,Cardiff 028C,W06000015,Cardiff,5,9,10,7,3,4,1,1,6,South East Wales
W01001724,Cardiff 032C,W06000015,Cardiff,5,10,10,8,1,4,1,1,8,South East Wales
W01000162,Conwy 014C,W06000003,Conwy,6,8,8,9,7,1,2,10,9,North Wales
W01000768,Swansea 020A,W06000011,Swansea,8,7,7,6,6,9,9,9,10,Mid and South West Wales
W01000359,Wrexham 019C,W06000006,Wrexham,7,7,9,8,4,2,5,4,7,North Wales
W01000337,Flintshire 009F,W06000005,Flintshire,6,7,6,6,4,10,2,5,3,North Wales
W01000758,Swansea 017D,W06000011,Swansea,7,5,5,5,7,7,9,5,6,Mid and South West Wales
W01001027,Bridgend 017C,W06000013,Bridgend,8,6,6,6,8,6,9,3,10,South East Wales
W01000167,Conwy 011C,W06000003,Conwy,4,3,4,4,2,7,3,8,4,North Wales
W01000176,Conwy 011D,W06000003,Conwy,4,4,5,4,3,9,3,7,3,North Wales
W01001947,Cardiff 048E,W06000015,Cardiff,9,10,10,10,7,8,10,2,2,South East Wales
W01000574,Pembrokeshire 015A,W06000009,Pembrokeshire,6,8,7,9,6,1,8,5,9,Mid and South West Wales
W01000916,Neath Port Talbot 010E,W06000012,Neath Port Talbot,6,7,6,5,5,7,2,3,9,Mid and South West Wales
W01001866,Cardiff 016A,W06000015,Cardiff,2,2,2,2,2,5,7,2,1,South East Wales
W01001201,Rhondda Cynon Taf 014B,W06000016,Rhondda Cynon Taf,1,1,1,1,3,5,2,6,2,South East Wales
W01000911,Neath Port Talbot 009C,W06000012,Neath Port Talbot,9,9,7,7,8,5,9,8,10,Mid and South West Wales
W01000275,Flintshire 007C,W06000005,Flintshire,8,8,8,8,5,9,5,6,4,North Wales
W01000969,Neath Port Talbot 009D,W06000012,Neath Port Talbot,9,9,8,8,9,5,9,8,10,Mid and South West Wales
W01000391,Wrexham 003D,W06000006,Wrexham,8,8,7,5,5,8,7,9,5,North Wales
W01000062,Gwynedd 001A,W06000002,Gwynedd,5,8,9,5,5,2,1,7,1,North Wales
W01000567,Pembrokeshire 002D,W06000009,Pembrokeshire,5,4,5,7,4,5,4,8,6,Mid and South West Wales
W01001519,Torfaen 007A,W06000020,Torfaen,1,1,1,1,2,3,5,1,1,South East Wales
W01000699,Carmarthenshire 015C,W06000010,Carmarthenshire,8,8,8,7,7,2,7,9,9,Mid and South West Wales
W01000876,Swansea 026E,W06000011,Swansea,8,10,10,8,6,4,1,9,9,Mid and South West Wales
W01001596,Monmouthshire 006E,W06000021,Monmouthshire,8,8,8,8,10,9,5,1,9,South East Wales
W01001136,The Vale of Glamorgan 003D,W06000014,Vale of Glamorgan,9,9,9,9,7,5,7,7,8,South East Wales
W01001683,Newport 006D,W06000022,Newport,6,6,7,7,6,7,4,1,3,South East Wales
W01001712,Cardiff 040D,W06000015,Cardiff,6,7,7,6,7,8,1,1,6,South East Wales
W01001726,Cardiff 028E,W06000015,Cardiff,6,7,9,6,6,6,1,1,5,South East Wales
W01001901,Powys 017F,W06000023,Powys,9,8,8,9,6,4,9,8,9,Mid and South West Wales
W01001861,Cardiff 034D,W06000015,Cardiff,6,8,8,9,9,8,1,1,2,South East Wales
W01001930,Wrexham 019F,W06000006,Wrexham,6,7,8,8,5,1,3,7,8,North Wales
W01001958,Swansea 025H,W06000011,Swansea,6,7,7,8,3,3,10,3,3,Mid and South West Wales
W01000137,Conwy 015C,W06000003,Conwy,7,9,9,10,9,1,2,7,9,North Wales
W01000901,Neath Port Talbot 014D,W06000012,Neath Port Talbot,4,3,3,3,3,7,7,8,7,Mid and South West Wales
W01000381,Wrexham 012A,W06000006,Wrexham,3,4,4,3,3,4,2,10,3,North Wales
W01000696,Carmarthenshire 012C,W06000010,Carmarthenshire,5,6,5,7,5,2,4,7,8,Mid and South West Wales
W01000107,Gwynedd 010E,W06000002,Gwynedd,6,6,7,8,7,1,4,5,7,North Wales
W01000331,Flintshire 015F,W06000005,Flintshire,7,8,9,6,4,7,4,2,6,North Wales
W01000116,Gwynedd 017D,W06000002,Gwynedd,8,7,8,7,8,3,8,9,8,North Wales
W01001329,Caerphilly 014C,W06000018,Caerphilly,4,5,5,4,2,9,2,8,4,South East Wales
W01000305,Flintshire 003F,W06000005,Flintshire,6,5,5,5,4,8,5,10,5,North Wales
W01000052,Gwynedd 004A,W06000002,Gwynedd,9,9,10,7,8,4,5,10,10,North Wales
W01000556,Pembrokeshire 008B,W06000009,Pembrokeshire,7,7,7,8,8,1,8,9,10,Mid and South West Wales
W01000341,Wrexham 009A,W06000006,Wrexham,6,5,5,6,4,6,6,10,2,North Wales
W01000821,Swansea 009E,W06000011,Swansea,5,4,4,4,5,9,6,5,4,Mid and South West Wales
W01000572,Pembrokeshire 005D,W06000009,Pembrokeshire,7,7,7,5,7,6,5,4,2,Mid and South West Wales
W01000635,Carmarthenshire 025A,W06000010,Carmarthenshire,7,7,7,7,6,7,6,2,6,Mid and South West Wales
W01000126,Conwy 009A,W06000003,Conwy,8,6,7,7,8,10,5,10,4,North Wales
W01000228,Denbighshire 004C,W06000004,Denbighshire,1,2,1,1,3,6,4,10,2,North Wales
W01000651,Carmarthenshire 020A,W06000010,Carmarthenshire,7,6,6,6,5,8,7,3,4,Mid and South West Wales
W01000038,Isle of Anglesey 009D,W06000001,Isle of Anglesey,4,5,5,5,4,2,3,9,8,North Wales
W01000131,Conwy 012D,W06000003,Conwy,9,8,9,9,5,6,9,10,8,North Wales
W01000179,Conwy 010F,W06000003,Conwy,9,8,7,7,7,7,8,8,7,North Wales
W01000075,Gwynedd 002C,W06000002,Gwynedd,4,5,6,4,4,3,2,9,2,North Wales
W01000277,Flintshire 008B,W06000005,Flintshire,9,8,9,8,6,10,10,10,6,North Wales
W01000532,Ceredigion 007B,W06000008,Ceredigion,6,8,8,9,7,1,2,7,10,Mid and South West Wales
W01000903,Neath Port Talbot 006B,W06000012,Neath Port Talbot,10,10,7,9,10,7,9,8,10,Mid and South West Wales
W01000415,Wrexham 007C,W06000006,Wrexham,9,7,7,8,8,10,10,9,2,North Wales
W01000721,Carmarthenshire 027C,W06000010,Carmarthenshire,7,7,7,7,5,2,6,8,10,Mid and South West Wales
W01000193,Denbighshire 015A,W06000004,Denbighshire,4,5,6,5,3,2,3,2,6,North Wales
W01000466,Powys 010C,W06000023,Powys,9,6,7,9,6,9,10,7,7,Mid and South West Wales
W01000262,Flintshire 017C,W06000005,Flintshire,4,4,4,3,1,8,6,10,4,North Wales
W01000772,Swansea 018A,W06000011,Swansea,9,8,9,9,10,4,10,10,10,Mid and South West Wales
W01001561,Monmouthshire 003A,W06000021,Monmouthshire,10,10,9,8,10,8,10,7,10,South East Wales
W01000746,Swansea 025C,W06000011,Swansea,3,3,4,7,2,2,1,6,2,Mid and South West Wales
W01000409,Wrexham 017E,W06000006,Wrexham,1,1,1,1,1,4,7,8,2,North Wales
W01000915,Neath Port Talbot 010D,W06000012,Neath Port Talbot,5,6,6,4,4,7,4,1,8,Mid and South West Wales
W01000608,Pembrokeshire 015D,W06000009,Pembrokeshire,4,4,4,5,2,8,2,3,2,Mid and South West Wales
W01000571,Pembrokeshire 006A,W06000009,Pembrokeshire,6,5,6,5,3,6,7,8,3,Mid and South West Wales
W01000822,Swansea 009F,W06000011,Swansea,7,6,5,5,5,8,9,7,7,Mid and South West Wales
W01000041,Isle of Anglesey 006D,W06000001,Isle of Anglesey,2,1,2,3,2,2,7,10,2,North Wales
W01001615,Newport 005B,W06000022,Newport,5,5,6,6,3,7,5,1,2,South East Wales
W01000920,Neath Port Talbot 011A,W06000012,Neath Port Talbot,3,3,3,1,2,4,3,6,8,Mid and South West Wales
W01000639,Carmarthenshire 007C,W06000010,Carmarthenshire,4,4,4,5,4,5,5,9,2,Mid and South West Wales
W01000878,Swansea 007F,W06000011,Swansea,7,7,6,7,5,6,5,10,7,Mid and South West Wales
W01000165,Conwy 006C,W06000003,Conwy,10,10,9,10,9,8,9,10,7,North Wales
W01000870,Swansea 024D,W06000011,Swansea,9,9,8,9,8,8,2,9,6,Mid and South West Wales
W01000223,Denbighshire 009B,W06000004,Denbighshire,8,8,7,6,8,6,10,5,2,North Wales
W01000749,Swansea 026A,W06000011,Swansea,4,4,5,4,6,4,1,2,4,Mid and South West Wales
W01000295,Flintshire 005D,W06000005,Flintshire,8,8,8,6,7,9,4,8,7,North Wales
W01001367,Caerphilly 019B,W06000018,Caerphilly,6,5,6,5,3,10,3,5,4,South East Wales
W01001403,Caerphilly 011C,W06000018,Caerphilly,6,5,5,7,5,8,7,6,1,South East Wales
W01000379,Wrexham 004C,W06000006,Wrexham,2,2,2,2,2,4,5,9,2,North Wales
W01000979,Bridgend 015A,W06000013,Bridgend,7,6,6,6,6,7,9,5,9,South East Wales
W01000840,Swansea 030D,W06000011,Swansea,10,10,10,10,10,10,9,10,10,Mid and South West Wales
W01001756,Cardiff 025B,W06000015,Cardiff,6,8,9,6,4,3,1,2,7,South East Wales
W01000760,Swansea 013A,W06000011,Swansea,4,4,4,4,3,3,9,4,2,Mid and South West Wales
W01000913,Neath Port Talbot 010B,W06000012,Neath Port Talbot,4,5,3,5,4,9,2,4,3,Mid and South West Wales
W01000965,Neath Port Talbot 002C,W06000012,Neath Port Talbot,3,4,3,3,2,6,5,6,7,Mid and South West Wales
W01000440,Powys 020A,W06000023,Powys,8,10,10,10,9,1,10,5,10,Mid and South West Wales
W01000076,Gwynedd 001B,W06000002,Gwynedd,6,7,8,9,4,7,2,10,1,North Wales
W01001211,Rhondda Cynon Taf 008C,W06000016,Rhondda Cynon Taf,3,2,3,2,3,4,2,5,7,South East Wales
W01000899,Neath Port Talbot 014B,W06000012,Neath Port Talbot,9,8,7,6,8,10,10,6,9,Mid and South West Wales
W01000854,Swansea 022B,W06000011,Swansea,10,10,9,10,9,9,10,8,7,Mid and South West Wales
W01000868,Swansea 024B,W06000011,Swansea,10,10,10,8,8,10,8,9,6,Mid and South West Wales
W01000952,Neath Port Talbot 018D,W06000012,Neath Port Talbot,4,5,5,4,4,7,1,1,3,Mid and South West Wales
W01001000,Bridgend 010B,W06000013,Bridgend,7,6,6,6,6,8,9,6,7,South East Wales
W01000510,Ceredigion 009D,W06000008,Ceredigion,2,2,1,4,6,7,3,9,2,Mid and South West Wales
W01000943,Neath Port Talbot 012D,W06000012,Neath Port Talbot,9,9,7,9,8,8,9,9,6,Mid and South West Wales
W01000174,Conwy 003C,W06000003,Conwy,10,10,9,10,8,10,8,10,10,North Wales
W01000316,Flintshire 016D,W06000005,Flintshire,10,10,10,10,9,9,9,9,10,North Wales
W01000660,Carmarthenshire 026B,W06000010,Carmarthenshire,2,2,1,2,3,2,3,6,4,Mid and South West Wales
W01001582,Monmouthshire 011D,W06000021,Monmouthshire,7,7,8,8,6,4,8,2,5,South East Wales
W01001287,Rhondda Cynon Taf 014F,W06000016,Rhondda Cynon Taf,3,2,3,2,2,7,3,3,4,South East Wales
W01000040,Isle of Anglesey 004D,W06000001,Isle of Anglesey,7,8,8,8,9,2,5,7,6,North Wales
W01001014,Bridgend 002A,W06000013,Bridgend,2,3,2,1,4,6,3,4,2,South East Wales
W01001022,Bridgend 014B,W06000013,Bridgend,1,1,1,2,1,2,5,3,4,South East Wales
W01000534,Ceredigion 011B,W06000008,Ceredigion,8,8,9,8,9,1,8,8,7,Mid and South West Wales
W01001839,Cardiff 030E,W06000015,Cardiff,5,6,9,4,7,6,1,1,4,South East Wales
W01000047,Gwynedd 011A,W06000002,Gwynedd,7,8,7,8,8,2,3,8,9,North Wales
W01000082,Gwynedd 015C,W06000002,Gwynedd,6,7,8,8,7,1,1,7,9,North Wales
W01000614,Pembrokeshire 008D,W06000009,Pembrokeshire,5,8,8,9,3,1,5,6,8,Mid and South West Wales
W01001168,Rhondda Cynon Taf 004B,W06000016,Rhondda Cynon Taf,4,4,4,5,4,7,4,6,2,South East Wales
W01001176,Rhondda Cynon Taf 013A,W06000016,Rhondda Cynon Taf,4,4,4,3,4,9,2,4,6,South East Wales
W01000384,Wrexham 020B,W06000006,Wrexham,10,8,8,10,7,10,9,9,8,North Wales
W01000839,Swansea 030C,W06000011,Swansea,10,9,8,9,10,7,9,10,10,Mid and South West Wales
W01001198,Rhondda Cynon Taf 027D,W06000016,Rhondda Cynon Taf,9,8,8,8,9,10,10,5,10,South East Wales
W01001215,Rhondda Cynon Taf 011C,W06000016,Rhondda Cynon Taf,1,2,1,2,2,7,5,1,1,South East Wales
W01000292,Flintshire 004C,W06000005,Flintshire,3,3,5,2,2,6,3,7,3,North Wales
W01000564,Pembrokeshire 011C,W06000009,Pembrokeshire,8,6,7,6,5,8,10,7,10,Mid and South West Wales
W01000648,Carmarthenshire 006D,W06000010,Carmarthenshire,5,8,9,8,7,1,1,9,10,Mid and South West Wales
W01000125,Conwy 013B,W06000003,Conwy,7,6,7,8,7,3,5,7,8,North Wales
W01000573,Pembrokeshire 006B,W06000009,Pembrokeshire,8,7,7,7,6,7,8,6,5,Mid and South West Wales
W01001245,Rhondda Cynon Taf 025C,W06000016,Rhondda Cynon Taf,9,10,8,7,9,9,10,2,6,South East Wales
W01000164,Conwy 009F,W06000003,Conwy,7,6,8,8,4,7,3,10,8,North Wales
W01000224,Denbighshire 009C,W06000004,Denbighshire,7,5,7,6,5,9,6,10,8,North Wales
W01000225,Denbighshire 009D,W06000004,Denbighshire,7,5,5,5,6,9,7,7,6,North Wales
W01001328,Caerphilly 014B,W06000018,Caerphilly,4,4,3,4,4,6,5,8,6,South East Wales
W01000089,Gwynedd 011D,W06000002,Gwynedd,6,8,9,8,8,1,1,7,8,North Wales
W01000301,Flintshire 006E,W06000005,Flintshire,7,9,8,8,7,1,1,10,8,North Wales
W01000134,Conwy 015B,W06000003,Conwy,6,5,5,7,6,3,5,6,7,North Wales
W01001343,Caerphilly 021B,W06000018,Caerphilly,9,8,8,9,8,9,7,5,7,South East Wales
W01000411,Wrexham 015C,W06000006,Wrexham,3,3,3,3,2,5,8,10,2,North Wales
W01000732,Carmarthenshire 026D,W06000010,Carmarthenshire,3,3,3,4,1,8,2,2,2,Mid and South West Wales
W01000985,Bridgend 015C,W06000013,Bridgend,10,10,10,8,9,7,10,4,10,South East Wales
W01000850,Swansea 021B,W06000011,Swansea,3,3,4,2,3,5,2,5,4,Mid and South West Wales
W01000891,Neath Port Talbot 015C,W06000012,Neath Port Talbot,5,4,4,4,4,6,5,8,6,Mid and South West Wales
W01001438,Blaenau Gwent 004A,W06000019,Blaenau Gwent,4,4,3,3,3,5,9,6,3,South East Wales
W01000909,Neath Port Talbot 009A,W06000012,Neath Port Talbot,5,4,4,4,4,4,7,8,8,Mid and South West Wales
W01000996,Bridgend 008A,W06000013,Bridgend,5,5,4,4,4,4,6,10,8,South East Wales
W01001487,Torfaen 001A,W06000020,Torfaen,4,3,3,5,3,7,8,3,2,South East Wales
W01000171,Conwy 013D,W06000003,Conwy,6,4,3,7,7,7,7,3,6,North Wales
W01000649,Carmarthenshire 006E,W06000010,Carmarthenshire,8,9,9,9,9,1,6,7,10,Mid and South West Wales
W01000354,Wrexham 017A,W06000006,Wrexham,7,7,6,6,4,5,6,9,5,North Wales
W01000583,Pembrokeshire 004B,W06000009,Pembrokeshire,7,7,9,8,8,1,5,10,10,Mid and South West Wales
W01001019,Bridgend 005D,W06000013,Bridgend,2,2,2,2,2,2,5,10,7,South East Wales
W01000191,Denbighshire 009A,W06000004,Denbighshire,6,6,6,5,5,5,5,9,2,North Wales
W01001276,Rhondda Cynon Taf 013D,W06000016,Rhondda Cynon Taf,1,1,1,1,2,4,1,8,2,South East Wales
W01000456,Powys 013C,W06000023,Powys,4,5,3,6,6,1,8,4,5,Mid and South West Wales
W01000663,Carmarthenshire 016B,W06000010,Carmarthenshire,7,6,6,6,6,3,6,7,9,Mid and South West Wales
W01001264,Rhondda Cynon Taf 022F,W06000016,Rhondda Cynon Taf,5,10,10,7,2,3,2,2,7,South East Wales
W01000666,Carmarthenshire 017B,W06000010,Carmarthenshire,7,6,6,5,6,9,6,3,7,Mid and South West Wales
W01001281,Rhondda Cynon Taf 017F,W06000016,Rhondda Cynon Taf,5,5,5,3,4,7,4,2,9,South East Wales
W01001309,Merthyr Tydfil 008E,W06000024,Merthyr Tydfil,2,2,2,1,3,3,4,8,5,South East Wales
W01000691,Carmarthenshire 019B,W06000010,Carmarthenshire,8,6,6,6,6,8,8,10,8,Mid and South West Wales
W01001386,Caerphilly 002E,W06000018,Caerphilly,1,1,1,1,1,2,2,6,1,South East Wales
W01001457,Blaenau Gwent 004D,W06000019,Blaenau Gwent,1,1,1,1,1,2,7,8,1,South East Wales
W01000587,Pembrokeshire 010A,W06000009,Pembrokeshire,4,5,4,5,3,9,6,5,1,Mid and South West Wales
W01001479,Blaenau Gwent 006D,W06000019,Blaenau Gwent,1,1,1,1,1,2,6,6,1,South East Wales
W01001601,Newport 006A,W06000022,Newport,1,1,2,2,4,2,2,2,1,South East Wales
W01001643,Newport 013B,W06000022,Newport,1,1,3,1,3,4,1,1,1,South East Wales
W01000222,Denbighshire 003C,W06000004,Denbighshire,6,5,5,5,5,5,8,7,8,North Wales
W01000722,Carmarthenshire 012D,W06000010,Carmarthenshire,8,9,9,8,9,2,7,4,10,Mid and South West Wales
W01001098,The Vale of Glamorgan 010B,W06000014,Vale of Glamorgan,10,10,9,9,9,10,10,3,8,South East Wales
W01001494,Torfaen 008B,W06000020,Torfaen,9,8,8,8,6,9,8,4,8,South East Wales
W01000371,Wrexham 008B,W06000006,Wrexham,6,5,5,5,7,10,1,10,3,North Wales
W01000398,Wrexham 013A,W06000006,Wrexham,6,7,7,6,5,2,4,9,7,North Wales
W01000720,Carmarthenshire 027B,W06000010,Carmarthenshire,7,6,5,5,7,5,6,6,8,Mid and South West Wales
W01001670,Newport 009B,W06000022,Newport,10,10,10,10,9,9,10,2,7,South East Wales
W01001776,Cardiff 021C,W06000015,Cardiff,10,9,10,10,10,10,8,2,9,South East Wales
W01000740,Swansea 014C,W06000011,Swansea,7,6,5,4,5,9,8,7,7,Mid and South West Wales
W01000775,Swansea 030A,W06000011,Swansea,8,10,10,10,9,1,5,10,10,Mid and South West Wales
W01001296,Merthyr Tydfil 002B,W06000024,Merthyr Tydfil,5,6,5,5,5,5,4,6,4,South East Wales
W01000907,Neath Port Talbot 007B,W06000012,Neath Port Talbot,3,3,2,3,3,4,8,6,9,Mid and South West Wales
W01000843,Swansea 005E,W06000011,Swansea,8,6,7,5,7,9,8,9,7,Mid and South West Wales
W01001011,Bridgend 012C,W06000013,Bridgend,8,7,7,5,7,8,7,5,9,South East Wales
W01000368,Wrexham 008A,W06000006,Wrexham,10,10,9,10,9,10,9,8,9,North Wales
W01001012,Bridgend 005A,W06000013,Bridgend,8,8,8,6,7,3,5,7,9,South East Wales
W01001717,Cardiff 035D,W06000015,Cardiff,5,5,6,5,6,8,2,1,6,South East Wales
W01001502,Torfaen 011E,W06000020,Torfaen,9,8,9,8,7,9,9,8,2,South East Wales
W01001604,Newport 012D,W06000022,Newport,9,9,8,10,9,10,8,2,5,South East Wales
W01000591,Pembrokeshire 012C,W06000009,Pembrokeshire,4,5,6,7,2,2,3,5,5,Mid and South West Wales
W01000966,Neath Port Talbot 018E,W06000012,Neath Port Talbot,3,3,3,4,3,5,5,6,4,Mid and South West Wales
W01001940,Cardiff 048A,W06000015,Cardiff,9,10,10,10,5,6,10,4,9,South East Wales
W01001108,The Vale of Glamorgan 014A,W06000014,Vale of Glamorgan,8,7,7,7,8,4,9,5,8,South East Wales
W01000010,Isle of Anglesey 002A,W06000001,Isle of Anglesey,9,8,7,9,7,7,8,9,9,North Wales
W01000061,Gwynedd 011B,W06000002,Gwynedd,9,6,8,8,8,9,7,10,9,North Wales
